"pedagogue","teacher; CF. child leader"
"pedagogy","teaching; art of education"
"pedant","scholar who overemphasizes book learning, trivial details of learning, or technicalities"
"pedantic","bookish; showing off learning; marked by an excessive ostentatious concern for book learning; N. pedantry"
"pedestrian","ordinary; dull; unimaginative; going on foot; Ex. pedestrian prose; N."
"pediatrician","physician specializing in children""s diseases; N. pediatrics"
"peerless","having no equal; incomparable"
"pejorative","suggesting that someone is of little value; negative in connotation; having a belittling effect; Ex. Many women now considers ``housewife"""" a pejorative expression, because it patronized them."
"pell-mell","in confusion; disorderly; Ex. dash pell-mell"
"pellucid","transparent; limpid; clear in meaning; easy to understand"
"penance","self-imposed punishment for sin; Ex. do penance for one's sins; CF. penitent"
"penchant","strong inclination; strong liking ; Ex. penchant for fast cars"
"pendant","hanging down from something; pending; N: ornament"
"pendulous","hanging; suspended"
"penitent","repentant; N."
"pensive","dreamily or deeply thoughtful; sadly thoughtful; thoughtful with a hint of sadness; contemplative; CF. think over"
"penumbra","partial shadow ; CF. almost shadow"
"penury","extreme poverty; stinginess; ADJ. penurious: very poor; stingy"
"peon","landless agricultural worker; bond servant; menial worker; N. peonage"
"perceptive","insightful; showing a good ability at perceiving and understanding; aware; wise; of perception"
"percussion","striking one object against another sharply; Ex. percussion instrument; N: striking together of two bodies; sound caused by percussion"
"perdition","damnation; complete ruin; hell"
"peregrination","journey; V. peregrinate"
"peremptory","demanding and leaving no choice; imperative; Ex. peremptory decree/knock"
"perennial","something long-lasting; perennial plant; ADJ: lasting through the year or many years; lasting for a long time; enduring"
"perfidious","treacherous; disloyal; N. perfidy: treachery"
"perforate","pierce; put a hole through"
"perfunctory","done routinely and with little care; superficial; not thorough; lacking interest, care, or enthusiasm; Ex. perfunctory kiss"
"perigee","point of moon""s orbit when it is nearest the earth; CF. apogee"
"perimeter","outer boundary; length of the outer boundary; circumference"
"peripatetic","walking about from place to place ; moving; Ex. peripatetic school of philosophy"
"peripheral","of a periphery; marginal; outer; of minor importance; not central; Ex. peripheral nerve/interest"
"periphery","outside edge especially of a round surface; perimeter; Ex. periphery of the town"
"perjury","false testimony while under oath; V. perjure oneself: testify falsely under oath"
"permeable","that can be permeated; penetrable; porous; allowing liquids or gas to pass through; V. permeate: spread or flow throughout; charge"
"pernicious","very harmful; deadly; very destructive; Ex. pernicious effect/anemia"
"peroration","conclusion of an oration; perorating; V. perorate: conclude a speech; speak at great length"
"perpetrate","commit an offense; do"
"perpetual","everlasting"
"perpetuate","make perpetual; make something last for a long time; preserve from extinction; N. perpetuity"
"perquisite","any gain above stipulated salary; Ex. perquisites such as free meals and a car"
"personable","attractive"
"perspicacious","having insight; penetrating; astute"
"perspicuity","clearness of expression; freedom from ambiguity"
"perspicuous","plainly expressed; easy to understand; Ex. perspicuous comments"
"pert","impertinent; forward; trim; jaunty; Ex. pert young miss/hat"
"pertinacious","holding tenaciously to an action; stubborn; persistent"
"pertinent","suitable; to the point; relevant"
"perturb","disturb greatly"
"peruse","read through with care; N. perusal"
"pervasive","spread throughout; V. pervade:  spread throughout; charge; permeate"
"perverse","purposely continuing to do something wrong; stubbornly wrongheaded; perverted; directed away from what is right; wicked and unacceptable; Ex. perverse satisfaction; Ex. Hannibal Lecter in a perverse mood; N. perversity"
"perversion","corruption; turning from right to wrong"
"pessimism","belief that life is basically bad or evil; gloominess; tendency to take the gloomiest possible view of a situation; ADJ. pessimistic"
"pestilential","causing plague; tending to cause death; baneful; N. pestilence: fatal epidemic disease"
"pestle","tool for mashing or grinding substances in a hard bowl or mortar"
"petrify","turn to stone; cause to become stonelike; stun or paralyze"
"petty","trivial; unimportant; very small; small-minded; petty-minded"
"petulant","touchy; peevish; ill-tempered"
"pharisaical","pertaining to the Pharisees, who paid scrupulous attention to tradition; self-righteous; hypocritical"
"phenomena","observable facts; subjects of scientific investigation; SG. phenomenon: observable fact; very unusual person, thing, or event; marvel; wonder; CF. phenomenons; ADJ. phenomenal: very unusual; extraordinary; of a phenomenon; Ex. phenomenal strength"
"philanderer","faithless lover; flirt"
"philanthropist","lover of mankind; doer of good; N. philanthropy"
"philatelist","stamp-collector; N. philately: stamp collecting"
"philistine","narrow-minded person, uncultured and exclusively interested in material gain; uncultured person who is indifferent to artistic and cultural values; member of an ancient people in Palestine; OP. aesthete"
"philology","study of language or words"
"phlegmatic","calm and unexcitable; not easily disturbed; CF. phlegm: sticky mucus produced in the respiratory tract"
"phobia","morbid fear"
"phoenix","symbol of immortality or rebirth; Ex. phoenix rising from its ashes"
"phylum","major classification, second to kingdom, of plants and animals; category ranking below a kingdom and above a class; division"
"physiognomy","face ; art of judging human character from facial features"
"physiological","pertaining to the science of the function of living organisms; N. physiology"
"piebald","of different colors; mottled; spotted in different colors ; Ex. piebald horse; CF. pie+bald"
"piecemeal","one part at a time; gradually; in stages; Ex. read a novel piecemeal"
"pied","piebald; variegated; multicolored"
"piety","devoutness; reverence for God; ADJ. pious"
"pigment","coloring matter"
"pillage","plunder"
"pillory","punish by placing in a wooden frame or pillory; subject or expose to criticism and ridicule; N."
"pine","long for; yearn; languish from longing or grief; decline"
"pinion","restrain or immobilize by binding the wings or legs; N: bird""s wing"
"pinnacle","peak; highest point; acme; Ex. pinnacle of fame"
"pious","devout; religious; N. piety"
"piquant","pleasantly tart-tasting; spicy; pleasantly stimulating; Ex. piquant situation when my old enemy asked for my help"
"pique","irritation; resentment from wounded pride ; V: provoke; arouse; annoy; cause to feel resentment; Ex. pique her curiosity"
"piscatorial","pertaining to fishing; CF. Pisces"
"pitfall","hidden danger; concealed trap"
"pith","core or marrow; spongelike substance in the center of stems; essence; substance"
"pithy","concise and meaningful; substantial; meaty"
"pittance","small amount ; small allowance or wage"
"pivotal","of a pivot; central; critical; crucial"
"placate","pacify; bring peace to; conciliate; appease"
"placebo","harmless substance prescribed as a dummy pill"
"placid","peaceful; calm; Ex. placid child/lake"
"plagiarize","steal another""s ideas or writings and pass them off as one's own; Ex. ideas plagiarized from my article; N. plagiarism; CF. kidnap"
"plaintive","expressing sorrow; mournful; Ex. plaintive song"
"plait","braid; intertwine; interweave strands or lengths of; make by weaving strands together; Ex. plaited hair; N: braided length as of hair o fabric; CF. pigtail, ponytail"
"plasticity","ability to be molded; ADJ. plastic: capable of being shaped or molded; Ex. plastic material such as clay"
"platitude","trite remark; commonplace statement; ADJ. platitudinous"
"platonic","purely spiritual; theoretical; without sensual desire"
"plaudit","praise; enthusiastic approval; round of applause; ADJ. plauditory; CF. applaud"
"plausible","conceivably true; having a show of truth but open to doubt; specious"
"plebeian","common; vulgar; pertaining to the common people; N: common people in ancient Rome; CF. patrician"
"plenary","complete; full; fully attended by all qualified members; Ex. plenary power"
"plenitude","abundance; plenty; great amount; completeness; fullness; CF. plenary, plenty"
"plethora","excess; overabundance; Ex. a plethora of excuses"
"pliable","flexible; easily influenced; yielding; adaptable"
"pliant","flexible; easily influenced"
"plight","difficult condition; condition or state ; predicament"
"pluck","courage; V: pull off or out; pull out the hair or feathers of; ADJ. plucky: courageous; brave"
"plumage","feathers of a bird;"
"plumb","exactly vertical; N: weight on the end of a line; V: examine very carefully or critically in order to understand; measure depth ; Ex. plumb the depth of"
"plummet","fall sharply; fall straight down; Ex. Stock prices plummeted."
"plutocracy","society ruled by the wealthy"
"podiatrist","doctor who treats ailments of the feet; chiropodist; N. podiatrics"
"podium","pedestal; raised platform"
"poignancy","quality of being deeply moving; keenness of emotion; ADJ. poignant: touching; deeply moving; painful; keenly distressing to the mind; Ex. poignant memory/anxiety; CF. prick"
"polarize","split into opposite extremes or camps"
"polemic","attack or defense of an opinion; controversy or refutation; argument in support of point of view; N. polemics: art of debate or controversy"
"polemical","aggressive in verbal attack; disputatious"
"politic","prudent; judicious; well judged; expedient; well devised"
"polity","political organization; form of government of nation or state; Ex. student polity"
